,locationID,Population 2021,Population percentage change 2016 to 2021,Population density per square kilometre,Land area in square kilometres,0 to 14 years (%),15 to 64 years (%),65 years and over (%),Average age of the population,Married or living common-law,Median income among recipients ($),Average income among recipients ($),Median income of household ($),Average income of household ($),French only,English and French,Neither English nor French,Immigrants,Total visible minority population,Crime severity index,Housing cost index,Transportation cost index,Average property prices (recently sold),Postsecondary certificate or diploma or degree,Employment rate,Unemployment rate,Commute by Car or truck or van,Commute by Public transit,Commute by Walking,Commute by Bicycle,Educational facilities,Healthcare facilities,North American origins,European origins,Caribbean origins,Latin. Central and South American origins,North African origins,Sub-North African origins,West and Central Asian and Middle Eastern origins,South Asian origins,East and Southeast Asian origins,Oceanian origins,Buddhist,Christian,Hindu,Jewish,Muslim,Sikh,Traditional (North American Indigenous) spirituality,Other religions and spiritual traditions,No religion and secular perspectives
0,0.0,0.002967419638056476,0.13645224171539963,0.006662601350588342,0.0037938878675276917,0.35,0.8529411764705883,0.4140625,0.45595854922279777,0.0038406956980907903,0.539568345323741,0.331911869225302,0.7362637362637362,0.4713278135541245,0.0,0.0011309750912955796,0.00048581029108133274,0.0010575016523463319,0.0004683642703112345,0.09500509683995922,0.54775828460039,0.15208503679476698,0.14443500424808836,0.0022372798995754905,0.7523809523809523,0.27807486631016043,0.006988722507217181,4.815100154083205e-05,0.000412609341475491,0.0,0.0023076923076923075,0.0,0.0070785721508747085,0.005365151601843253,0.0005079752108097125,0.001574913379764113,0.0,0.0006530399007379351,0.0008901322482197354,0.0005211261811050618,0.00034883226273025057,0.0022156573116691282,0.0004801920768307323,0.00329076698067215,0.00011628921126842457,0.00015092061575611228,7.571168988491823e-05,0.0002450079627587897,0.0,0.0014471780028943561,0.0029376924899312965
1,0.0043859649122807015,0.04440418949216789,0.24756335282651076,0.42922962260315745,0.0006261847457988115,0.538888888888889,0.9019607843137254,0.3020833333333333,0.23316062176165797,0.0482129007772149,0.4532374100719425,0.269722814498934,0.7582417582417583,0.46396810794234894,0.0070052539404553416,0.02541287403935248,0.019837253552487753,0.04094708603864547,0.053042253612747316,0.14006116207951072,0.8193632228719948,0.18438266557645133,0.0655419347008132,0.03935992873099325,0.6785714285714285,0.5133689839572193,0.06966915200731064,0.01526386748844376,0.015761676844363755,0.007301587301587301,0.03307692307692307,0.01507537688442211,0.06494084336131054,0.0360244182617613,0.1167665684581259,0.04581248031358275,0.04734945959855893,0.0472474368183896,0.04460198372329603,0.0864658045228267,0.023150550899731996,0.025849335302806496,0.013045218087234895,0.048323556701841575,0.08529813646538943,0.002766877955528725,0.06726983646274985,0.010075952468455225,0.016042780748663103,0.03207911239749156,0.029388770433546554
2,0.008771929824561403,0.0025948802339547457,0.18908382066276805,0.005714027598979154,0.004004382358151285,0.37222222222222223,0.6617647058823533,0.5078125,0.5025906735751295,0.003176515239022458,0.5107913669064748,0.18194740582800284,0.3846153846153847,0.22600429316160692,0.09877408056042031,0.01843625660870987,0.00024290514554066637,0.00019050581237121418,0.00013335371585250426,0.15098878695208973,0.47303443794671873,0.29476696647587897,0.05105368774527648,0.0018627126765696394,0.707142857142857,0.13903743315508027,0.005389520031568673,0.00026483050847457627,0.0012378280244264728,0.0,0.0038461538461538455,0.012562814070351758,0.018930124380624934,0.001553649315382009,0.0003386501405398083,0.00041997690127043016,0.0,0.00032651995036896755,0.00047685656154628685,0.00024684924368134506,0.00011911345556642703,0.0,0.0,0.0040692279868526585,0.0,0.00010061374383740818,0.00011356753482737735,0.0,0.0,0.000482392667631452,0.00033759772565742697
3,0.013157894736842105,0.001198215679538739,0.23976608187134507,0.0,0.4531198327680493,0.19444444444444442,0.6029411764705883,0.625,0.7202072538860103,0.0017450207092292208,0.39568345323741005,0.14925373134328357,0.2912087912087913,0.1812327506899724,0.0,0.001185479914972475,4.048419092344439e-05,0.00014773920143073752,1.6262648274695645e-05,0.19551478083588178,0.06237816764132553,0.34505314799672937,0.04842011570983529,0.0010967058331252406,0.35952380952380947,0.625668449197861,0.0018795821304699993,9.63020030816641e-05,0.0,0.0,0.0007692307692307692,0.0,0.004388714733542319,0.001795719322027931,0.0,0.0,0.0,0.0,0.00031790437436419127,4.114154061355751e-05,3.403241587612201e-05,0.0,0.00016006402561024411,0.0002752134870335132,0.0,0.0,0.0,0.0,0.03208556149732621,0.000482392667631452,0.0017235252309879174
4,0.017543859649122806,0.0017079498834202413,0.30604288499025345,0.004223411703593288,0.004071499555062854,0.24444444444444446,0.6666666666666665,0.5651041666666666,0.6010362694300517,0.0024298278906288674,0.4676258992805755,0.3265813788201848,0.5714285714285715,0.42410303587856485,0.0,0.001008339238022565,0.00016193676369377757,0.0005015357101201353,0.0002699599613599477,0.21255861365953108,0.35607537361923325,0.21995094031071138,0.07293360844762713,0.0015657584817541897,0.6119047619047618,0.411764705882353,0.0033853247211780096,7.222650231124808e-05,0.0005776530780656873,0.0,0.0007692307692307692,0.0,0.0038224289614723437,0.0026715726188013575,0.0009143553794574824,0.00024498652574108423,0.0,0.00039182394044276107,0.000254323499491353,0.00015085231558304422,0.00017867018334964053,0.0,0.00016006402561024411,0.0010811958419173731,0.0,0.00010061374383740818,0.0,0.0005512679162072767,0.010695187165775402,0.00361794500723589,0.0020315091210613596
5,0.021929824561403508,0.007457594090378777,0.2748538011695907,0.028886329245432166,0.0018430216037373679,0.37777777777777777,0.6519607843137258,0.5104166666666667,0.4818652849740932,0.009154139370637448,0.5827338129496402,0.3665600568585643,0.5274725274725275,0.3946642134314627,0.00035026269702276703,0.006513326429389002,0.00048581029108133274,0.0017650946697251274,0.0008391526509742952,0.4205096839959226,0.39116309291747897,0.4456255110384302,0.0510862968806894,0.006404762065451404,0.5857142857142855,0.4385026737967915,0.0152443456769611,4.815100154083205e-05,0.0024756560488529457,0.0019047619047619048,0.006153846153846154,0.010050251256281407,0.021518859338659116,0.013661550920526216,0.0008804903654035016,0.0010149441780702062,0.003602676273803397,0.0016652517468817346,0.002288911495422177,0.0004936984873626901,0.0006125834857701961,0.005908419497784342,0.0007202881152460985,0.010387343324893453,0.00020350611971974302,0.00015092061575611228,0.00041641429436705025,0.00021438196741394095,0.0,0.0028943560057887122,0.006710495143330965
6,0.02631578947368421,0.002480252725000367,0.3196881091617934,0.1667682995686248,6.929902529414422e-05,0.3666666666666666,0.36274509803921573,0.6692708333333334,0.616580310880829,0.0026567218362733287,0.4244604316546763,0.18550106609808104,0.2802197802197802,0.18675252989880403,0.00035026269702276703,0.002997765302229247,0.00012145257277033319,0.0004704327203452432,0.0002471922537753738,0.19898063200815494,0.5425601039636129,0.34464431725265743,0.052267427276773026,0.002024687691923521,0.49523809523809514,0.29946524064171126,0.00362416664935928,4.815100154083205e-05,0.0042086152830500085,0.0022222222222222222,0.004615384615384615,0.012562814070351758,0.006856102740418648,0.004119591385828783,0.0003725151545937891,0.00045497497637629933,0.0,0.0002285639652582773,0.0005722278738555443,0.0003428461717796459,0.00025524311907091507,0.003692762186115214,0.0004801920768307323,0.002681365687955085,0.0003488676338052737,0.0,0.00017035130224106603,0.0,0.0,0.001929570670525808,0.002013740819710969
7,0.03070175438596491,0.0015073517427500785,0.16569200779727097,0.003387763398604242,0.004700177819013179,0.6111111111111112,0.37745098039215685,0.5442708333333334,0.4196891191709846,0.001712017953499117,0.38129496402877705,0.18336886993603418,0.3296703296703297,0.21435142594296225,0.0,0.00043603858941516324,0.00048581029108133274,0.00012829983282142994,5.854553378890433e-05,0.1416921508664628,0.5243664717348929,0.32297628781684384,0.03529554557591941,0.0009684756126367509,0.7404761904761904,0.1764705882352941,0.00273110552659453,0.0,0.0009902624195411783,0.0006349206349206349,0.0023076923076923075,0.007537688442211055,0.001719081808069572,0.0022050376969019445,0.0003725151545937891,0.00020998845063521508,0.0012866700977869274,3.265199503689675e-05,0.0,0.0,5.955672778321351e-05,0.0,0.00016006402561024411,0.0009160677496972652,0.0,0.0,0.00011356753482737735,0.0,0.0,0.000964785335262904,0.0016702203269367449
8,0.03508771929824561,0.0,0.0,0.0014680308060618379,0.004213214503340534,0.38888888888888895,0.5980392156862746,0.5390625,0.5129533678756477,0.0,0.4676258992805755,0.25106609808102354,0.3296703296703297,0.22600429316160692,0.0028021015761821363,0.0018667902109336678,0.0,1.5551494887446047e-05,0.0,0.13679918450560652,0.1864847303443795,0.3352412101390025,0.03191528098070154,0.0,0.6809523809523809,0.3101604278074866,0.0,0.0,0.0012378280244264728,0.0022222222222222222,0.0038461538461538455,0.007537688442211055,0.0012134695115785217,0.0019497638717116991,6.773002810796165e-05,0.0003499807510586918,0.0,0.0,9.537131230925737e-05,0.0,6.806483175224402e-05,0.0,0.0,0.0011834179942441067,0.0,0.0,0.00015142337976983646,0.0,0.0,0.000482392667631452,0.00022506515043828486
9,0.039473684210526314,0.0016767855294232696,0.1423001949317739,0.005284910901822617,0.003193781165730125,0.2833333333333332,0.5735294117647061,0.59375,0.5958549222797926,0.0024422039240276565,0.525179856115108,0.2555081734186212,0.5054945054945056,0.3204538485127261,0.0,0.0017714067694991008,4.048419092344439e-05,0.00025271179192099837,4.8787944824086934e-05,0.08941896024464832,0.2807017543859649,0.24325429272281274,0.05590864546668284,0.0014712730561310917,0.6214285714285713,0.21925133689839577,0.003904546304180772,0.00012037750385208012,0.0004951312097705891,0.0,0.0,0.0,0.00588532713115583,0.0022798593353197745,0.0001015950421619425,0.00020998845063521508,0.000514668039114771,9.795598511069027e-05,0.00015895218718209563,5.485538748474335e-05,5.104862381418301e-05,0.0,0.00016006402561024411,0.001446836617547612,0.0,0.00010061374383740818,0.00011356753482737735,0.0,0.0,0.001688374336710082,0.0015813788201847906
